"Scrip name","Date","Open","High","Low","Close","Adj Close","Volume"
"SBIN",3/24/2003,69.349998,69.640625,68.0625,68.397659,49.085213,55051712
"SBIN",3/25/2003,67.578125,67.578125,66.176559,66.621094,47.810272,53456768
"SBIN",3/26/2003,67.34375,67.620316,66.28125,66.559372,47.765968,36913088
"SBIN",3/27/2003,66.328125,67.310936,65.892967,67.027344,48.101818,41770816
"SBIN",3/28/2003,66.5625,67.1875,66.109375,66.736717,47.893257,34597248
"SBIN",3/31/2003,65.642967,65.9375,62.671875,63.325783,45.445415,46685696
"SBIN",4/1/2003,62.734375,64.953125,62.734375,63.414845,45.509315,51766784
"SBIN",4/2/2003,63.753906,65.203125,63.286716,64.573441,46.340786,43910656
"SBIN",4/3/2003,65.624222,67.5,65.160934,67.107033,48.158997,75072832
"SBIN",4/4/2003,66.921875,67.40625,65.878128,67.112503,48.162933,53412800
"SBIN",4/7/2003,67.203125,68.75,66.930466,68.482811,49.146317,46957184
"SBIN",4/8/2003,67.832809,67.832809,65.832031,66.132813,47.459858,46038592
"SBIN",4/9/2003,65.590622,65.590622,64.414841,64.874222,46.556637,46810240
"SBIN",4/10/2003,64.0625,64.0625,47.171875,47.652344,34.197445,211021376
"SBIN",4/11/2003,45.125,45.125,35.9375,41.458591,29.752535,276615040
"SBIN",4/14/2003,41.458591,41.458591,41.458591,41.458591,29.752535,0
"SBIN",4/15/2003,42.96875,45.526562,42.96875,44.682812,32.06638,151209472
"SBIN",4/16/2003,44.276562,47.5625,44.276562,47.257813,33.914307,115537088
"SBIN",4/17/2003,44.921875,46.53125,44.0625,46.303123,33.229187,98323200
"SBIN",4/18/2003,46.303123,46.303123,46.303123,46.303123,33.229187,0
"SBIN",4/21/2003,47.265625,47.5,45.628124,45.821877,32.883827,56817536
"SBIN",4/22/2003,46.057812,46.15625,44.734375,45.620312,32.73917,60418304
"SBIN",4/23/2003,46.28125,46.5,44.770313,45.046875,32.327648,48633472
"SBIN",4/24/2003,44.795311,46.84375,44.53125,45.278908,32.494167,75865728
"SBIN",4/25/2003,44.84375,45.890625,44.39922,45.467186,32.629276,35400448
"SBIN",4/28/2003,45.472656,45.734375,44.84375,45.200783,32.438103,38235776
"SBIN",4/29/2003,45.9375,46.09375,44.317188,44.802341,32.152157,43982080
"SBIN",4/30/2003,44.53125,44.671875,43.015625,43.540627,31.246693,51476352
"SBIN",5/1/2003,43.540627,43.540627,43.540627,43.540627,31.246693,0
"SBIN",5/2/2003,44.042187,45.78125,43.90625,45.534374,32.677494,63601792
"SBIN",5/5/2003,44.0625,46.703125,44.0625,46.037498,33.038559,50768960
"SBIN",5/6/2003,46.078125,47.96875,45.210938,46.590626,33.435516,88804352
"SBIN",5/7/2003,46.5625,47.46875,46.359375,47.242188,33.903103,55778368
"SBIN",5/8/2003,46.715626,47.870312,46.208591,46.496876,33.36824,52410880
"SBIN",5/9/2003,46.09375,46.404686,45.414845,45.721874,32.812054,41512768
"SBIN",5/12/2003,46.21875,46.328907,43.049999,43.473438,31.198484,72951360
"SBIN",5/13/2003,43.90625,45.232811,43.90625,44.915627,32.233456,42925440
"SBIN",5/14/2003,44.84375,45.296875,44.265625,44.771873,32.130283,38633408
"SBIN",5/15/2003,45,45.214062,44.296875,45.056252,32.33437,36534016
"SBIN",5/16/2003,45.928123,46.950001,45.427341,46.782032,33.572872,60834304
"SBIN",5/19/2003,47.28125,47.609375,43.360935,43.605469,31.293222,97496320
"SBIN",5/20/2003,43.5625,44.9375,42.599216,44.589062,31.999096,83440448
"SBIN",5/21/2003,44.984375,45.671875,43.285938,43.567188,31.265749,82427008
"SBIN",5/22/2003,43.4375,43.4375,41.717968,42.042187,30.171347,67289216
"SBIN",5/23/2003,42.378906,42.71875,40.625,40.8125,29.288866,84907968
"SBIN",5/26/2003,40.912498,41.526562,40.171875,41.138283,29.522665,51406784
"SBIN",5/27/2003,41.015625,42.078125,40.40625,40.820313,29.294481,58359424
"SBIN",5/28/2003,41.435936,43.125,41.193748,42.909374,30.965544,67304960
"SBIN",5/29/2003,42.909374,43.979687,42.442188,43.275002,31.229408,68530560
"SBIN",5/30/2003,43.421875,43.578125,41.578907,41.784374,30.15369,48566848
"SBIN",6/2/2003,42.96875,44.140625,42.346092,43.919533,31.694534,44774080
"SBIN",6/3/2003,44.5,44.5,42.1875,42.589062,30.73439,48931648
"SBIN",6/4/2003,43.046875,43.59375,42.890625,43.186718,31.165686,34656832
"SBIN",6/5/2003,44.173435,45.296875,44.173435,44.684376,32.246475,51236992
"SBIN",6/6/2003,45.03125,46.639843,44.999218,46.077343,33.251709,58527936
"SBIN",6/9/2003,45.34375,46.859375,45,46.383595,33.472713,40497024
"SBIN",6/10/2003,46.09375,46.295311,44.703125,44.923435,32.418991,51281472
"SBIN",6/11/2003,45.473438,46.46875,45.226563,45.919533,33.137836,67313600
"SBIN",6/12/2003,46.285156,46.640625,46.053123,46.404686,33.487942,38948288
"SBIN",6/13/2003,46.546875,46.6875,45.782032,46.424217,33.502029,50022016
"SBIN",6/16/2003,45.932812,46.078125,45.207813,45.578907,32.89201,34414400
"SBIN",6/17/2003,46.644531,48.4375,46.644531,48.321877,34.871471,71782848
"SBIN",6/18/2003,48.34375,48.435158,47.462502,47.870312,34.545597,47006144
"SBIN",6/19/2003,47.265625,47.8125,47.203125,47.549999,34.314461,23553536
"SBIN",6/20/2003,45.78125,48.4375,45.78125,47.723438,34.439613,54427072
"SBIN",6/23/2003,48.052341,49.051563,47.734375,48.353905,34.894596,60149312
"SBIN",6/24/2003,47.28125,49.414063,47.28125,49.131248,35.45557,73830848
"SBIN",6/25/2003,49.235935,49.589062,48.765625,49.075001,35.414974,43754368
"SBIN",6/26/2003,49.070313,50.983593,49.070313,50.609375,36.522247,66023040
"SBIN",6/27/2003,51.488281,52.328125,51.110935,52.036716,37.552288,45468864
"SBIN",6/30/2003,52.104687,52.18906,50.90625,51.15625,36.916908,46577472
"SBIN",7/1/2003,51.191406,52.265625,51.144531,51.610935,37.245022,52464576
"SBIN",7/2/2003,52.328125,52.34375,49.21875,49.52422,35.739151,54311424
"SBIN",7/3/2003,51.5625,51.5625,44.78125,48.728127,35.164646,114863424
"SBIN",7/4/2003,48.510937,48.807812,47.362499,48.375782,34.910381,44229056
"SBIN",7/7/2003,48.289063,48.734375,47.265625,48.362499,34.900795,47715840
"SBIN",7/8/2003,49.046875,50.901562,48.134377,50.629688,36.536911,84823040
"SBIN",7/9/2003,50.546875,51.546875,50.1875,50.802341,36.661514,51177536
"SBIN",7/10/2003,54.6875,57.71875,54.6875,56.668751,40.894997,130798400
"SBIN",7/11/2003,55.921875,56.046875,54.570313,54.921093,39.633804,71093952
"SBIN",7/14/2003,55.859375,56.010937,54.064842,54.488281,39.32148,41390464
"SBIN",7/15/2003,53.90625,54.296875,52.525002,53.235157,38.417149,43521536
"SBIN",7/16/2003,54.099216,54.339062,53.314842,53.839844,38.853519,36879232
"SBIN",7/17/2003,55.703125,55.703125,53.75,54.115623,39.05254,46267968
"SBIN",7/18/2003,52.578125,53.65625,52.34375,52.958591,38.21756,41344768
"SBIN",7/21/2003,53.125,53.4375,51.035156,51.422657,37.109142,53580032
"SBIN",7/22/2003,51.046875,52.640625,50.173435,52.16328,37.643639,60285696
"SBIN",7/23/2003,52.890625,53.90625,52.59531,53.616405,38.69228,44868352
"SBIN",7/24/2003,54.0625,54.528126,52.947655,54.074219,39.022648,51708032
"SBIN",7/25/2003,52.770313,55.229687,52.770313,54.948437,39.653545,37355200
"SBIN",7/28/2003,55.3125,56.15625,54.71875,55.102345,39.764599,32978816
"SBIN",7/29/2003,54.671875,56.370312,54.22031,56.025002,40.430439,48537280
"SBIN",7/30/2003,55.88203,56.328125,55.346874,55.730469,40.217884,37567744
"SBIN",7/31/2003,56.09375,56.918751,55.643749,56.284374,40.617615,59536064
"SBIN",8/1/2003,57.03125,60.078125,56.729687,59.010155,42.584671,59051328
"SBIN",8/4/2003,58.210938,59.479687,58.203125,58.47578,42.199047,39481472
"SBIN",8/5/2003,58.630466,59.339062,57.728127,58.238281,42.027645,42462272
"SBIN",8/6/2003,57.196877,57.196877,54.457813,54.771091,39.525562,70185792
"SBIN",8/7/2003,54.515625,55.385937,54.375,54.817966,39.559368,43469888
"SBIN",8/8/2003,55.3125,56.875,54.9375,55.58828,40.115276,33572352
"SBIN",8/11/2003,55.15625,55.157032,54.200783,54.403126,39.260025,37693440
"SBIN",8/12/2003,55.276562,55.276562,53.065624,53.259377,38.43462,46977920
"SBIN",8/13/2003,53.770313,54.765625,53.046875,54.105469,39.045216,48048832
"SBIN",8/14/2003,54.167187,54.169533,53.203125,53.385155,38.525394,25253504
"SBIN",8/15/2003,53.385155,53.385155,53.385155,53.385155,38.525394,0
"SBIN",8/18/2003,53.71875,55.209373,53.357811,54.528908,39.350784,37098304
"SBIN",8/19/2003,55.015625,55.84375,54.298435,54.564842,39.37672,26576512
"SBIN",8/20/2003,55.214062,57.792187,55.096874,57.453907,41.461609,55284032
"SBIN",8/21/2003,57.692188,58.510937,57.651562,58.03828,41.883316,24144832
"SBIN",8/22/2003,58.380466,58.65625,56.484375,56.902344,41.063564,31926912
"SBIN",8/25/2003,57.620312,58.59375,47.15625,55.638283,40.151375,70433920
"SBIN",8/26/2003,55.703125,58.734375,55.703125,58.082031,41.914886,39059328
"SBIN",8/27/2003,58.828125,60.528126,58.25,60.247658,43.477715,42242112
"SBIN",8/28/2003,60.957031,61.546875,60.033592,60.918751,43.962013,53888192
"SBIN",8/29/2003,61.646091,62.1875,59.692966,61.341408,44.267014,42512384
"SBIN",9/1/2003,62.5,62.5,60.015625,60.455467,43.627689,24554304
"SBIN",9/2/2003,60.9375,61.53125,60.015625,60.810158,43.883652,37691968
"SBIN",9/3/2003,61.625,61.995312,59.375,59.587502,43.001308,41538368
"SBIN",9/4/2003,60.15625,66.40625,60.15625,65.77578,47.467087,124075904
"SBIN",9/5/2003,66.375,66.484375,64.5625,65.589844,47.332905,65351936
"SBIN",9/8/2003,66.5625,68.203125,66.015625,66.442184,47.948006,47580736
"SBIN",9/9/2003,67.885941,70.703125,67.270309,69.971878,50.495205,90476544
"SBIN",9/10/2003,68.828125,68.828125,66.471092,67.239059,48.523067,53212544
"SBIN",9/11/2003,65.625,67.453125,65.470314,66.008591,47.635094,45146752
"SBIN",9/12/2003,68.359375,68.359375,64.689064,65.028908,46.928112,53664192
"SBIN",9/15/2003,64.765625,65.8125,62.65625,63.111717,45.544575,48679872
"SBIN",9/16/2003,62.988281,66.28125,62.71875,65.765625,47.459759,52140800
"SBIN",9/17/2003,67.114059,68.695313,67.114059,67.627342,48.803276,70697728
"SBIN",9/18/2003,66.640625,67.964066,65.8125,66.267967,47.822277,50755584
"SBIN",9/19/2003,67.5,68.125,66.09375,67.497658,48.709679,41664000
"SBIN",9/22/2003,68.3125,68.671875,67.096092,68.326561,49.307854,52579648
"SBIN",9/23/2003,67.640625,67.889847,66.1875,67.432816,48.662891,49601280
"SBIN",9/24/2003,67.578125,70.96875,67.5,70.453903,50.843071,68738432
"SBIN",9/25/2003,67.421875,70.9375,67.421875,70.429688,50.825569,60743104
"SBIN",9/26/2003,70.15625,71.479691,69.390625,71.117966,51.322273,50340608
"SBIN",9/29/2003,71.40625,71.515625,69.570313,69.913284,50.452919,50245056
"SBIN",9/30/2003,71.057816,71.370316,70.189064,70.750778,51.057293,43588480
"SBIN",10/1/2003,70.296875,72.171875,70.033592,71.467186,51.574291,46230336
"SBIN",10/2/2003,71.467186,71.467186,71.467186,71.467186,51.574291,0
"SBIN",10/3/2003,72.375,72.625,71.014847,71.247658,51.415871,38165440
"SBIN",10/6/2003,71.579689,72.104691,57.96875,71.394531,51.521854,33592384
"SBIN",10/7/2003,71.6875,71.921875,69.426559,69.903122,50.445576,29565120
"SBIN",10/8/2003,70.3125,70.59375,67.742966,68.583595,49.493355,51334656
"SBIN",10/9/2003,69.140625,70.46875,68.221092,69.485939,50.14452,51190784
"SBIN",10/10/2003,73.4375,74.0625,69.921875,72.336716,52.201782,82874432
"SBIN",10/13/2003,73.453125,74.682816,72.65625,74.184372,53.535145,53112512
"SBIN",10/14/2003,74.539841,75.390625,73.455467,73.783592,53.245914,38866560
"SBIN",10/15/2003,73.783592,74.296875,72.84922,73.991409,53.395889,33385344
"SBIN",10/16/2003,74.4375,74.4375,71.65625,72.353905,52.374557,31405952
"SBIN",10/17/2003,72.8125,74.21875,71.875,73.986717,53.556511,43538688
"SBIN",10/20/2003,73.984375,74.609375,71.578125,72.232033,52.28635,29526016
"SBIN",10/21/2003,75,75,70.640625,71.123436,51.483879,31924608
"SBIN",10/22/2003,71.855469,71.855469,70.078125,70.511719,51.041077,37824192
"SBIN",10/23/2003,70.3125,71.25,68.453125,69.032814,49.970539,31692032
"SBIN",10/24/2003,81.25,81.25,69.032814,71.163284,51.512707,33502976
"SBIN",10/27/2003,71.359375,71.385941,69.375,69.478127,50.292892,22341824
"SBIN",10/28/2003,70.15078,70.859375,69.375,69.798439,50.52475,35969600
"SBIN",10/29/2003,70.328125,71.557816,70.328125,71.410934,51.691978,26779456
"SBIN",10/30/2003,72.03125,73.03125,71.015625,72.134377,52.215649,32636544
"SBIN",10/31/2003,71.875,74.292969,70.78125,74.042191,53.596661,36349120
"SBIN",11/3/2003,74.296875,78.3125,74.296875,77.800781,56.317371,47987264
"SBIN",11/4/2003,78.613281,79.990623,77.984375,78.538284,56.851234,39572480
"SBIN",11/5/2003,78.75,78.75,77.113281,78.024216,56.479122,30089216
"SBIN",11/6/2003,77.814842,80.432816,77.814842,79.303123,57.404877,42925056
"SBIN",11/7/2003,79.21875,80.15625,77.15625,77.846878,56.350739,26511744
"SBIN",11/10/2003,77.34375,78.125,75.580467,77.13047,55.832165,16134784
"SBIN",11/11/2003,76.40625,77.807816,75.989059,76.926559,55.684559,26501632
"SBIN",11/12/2003,77.03125,77.34375,75.471092,76.067184,55.062492,32659520
"SBIN",11/13/2003,76.721878,77.167191,73.453903,74.174217,53.692219,36438080
"SBIN",11/14/2003,74.140625,74.484375,71.583595,72.279686,52.320831,30748096
"SBIN",11/17/2003,72.234375,73.046875,71.71875,72.249222,52.29879,28108864
"SBIN",11/18/2003,72.340622,73.984375,71.578125,72.077347,52.174366,38117888
"SBIN",11/19/2003,71.59375,73.578125,71.328125,72.840622,52.726883,45068736
"SBIN",11/20/2003,73.456253,74.015625,71.722656,72.216408,52.275036,24759616
